,GroupeEtMention,Titre,Date,Nom du contact,orga du contact,Url,Children,Parent,Fcats,BroAndSisters
666, Zone atelier Brest Iroise,"Locmaria-Plouzané, (Finistère) Plage de Porsmilin Profils de plage 2003-auj",2020-09-29T10:11:04Z,['Véronique CUQ / Serge SUANEZ'],['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/98c5ff29-b61e-4987-91be-0279fff4b489/attachments/PROFIL_PLAGE_LOCMARIA-PLOUZANE_Plage_Porsmilin_IMAGE_2.jpg', 'https://tel.archives-ouvertes.fr/tel-00109373', 'https://geomorphologie.revues.org/11104#tocto1n3', 'http://www.paralia.fr/Files/08_40__8p__dehouk.pdf', 'https://www.univ-brest.fr/digitalAssets/49/49675_2009JCR.pdf', 'http://www.paralia.fr/jngcgc/11_57_jaud.pdf', 'http://onlinelibrary.wiley.com/doi/10.1002/2015GL067492/full', 'https://cat.indores.fr/geonetwork/srv/api/records/98c5ff29-b61e-4987-91be-0279fff4b489/attachments/PORSMILIN_Leves_2003-2018.xlsx', 'https://cat.indores.fr/geonetwork/srv/api/records/98c5ff29-b61e-4987-91be-0279fff4b489/attachments/Fiche_pt_calage_Porsmilin.pdf']",[],[],[],[]
667, Zone atelier Brest Iroise,Accessibilité piétonne des écoles du Pays de Brest en 1952,2016-06-21T09:04:10Z,['Thibault Goriaud'],['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/06174493-33bd-427e-94b2-d97cead3f427/attachments/Pieton_parcelle_2.zip', 'https://portail.indigeo.fr/geoserver/wms', 'https://portail.indigeo.fr/geoserver/wfs']",[],[],[],[]
668, Zone atelier bassin du Rhône,Vivre près du Rhône – Enquête sur les représentations du fleuve Rhône: questionnaire et traitements - 2015,2016-10-18T12:27:51,"['Anne Honegger, CNRS directrice de recherche en géographiePatricia Cicille, CNRS ingénieure de recherche en sciences sociales']",['EVS UMR 5600 CNRS Université de LyonESPACE UMR 7300 CNRS Aix-Marseille Université'],['https://cat.indores.fr/geonetwork/srv/api/records/022587f3-e202-48c7-a1fd-e2967b8f585e/attachments/VivrepresduRhone_Méthodologie_questionnaire.pdf'],[],[],[],[]
669, Zone atelier bassin du Rhône,Données biologiques (invertébrés souterrains) sur la Cèze (2016),2019-08-21T12:04:16,"['Didier GRAILLOT', 'Pierre MARMONIER']","['Mines Saint-Etienne - Centre SPIN - GSE', 'UMR 5023 - LEHNA']","['https://cat.indores.fr/geonetwork/srv/api/records/1c0da30c-8fba-420d-889a-4e521ff4b529/attachments/2015-49-Radonceze-Rapport.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/1c0da30c-8fba-420d-889a-4e521ff4b529/attachments/Rapport_ZABR_Cèze_2015-2016_phase3_v3_final.pdf', 'https://tel.archives-ouvertes.fr/tel-01690380']",[],[],[],[]
670, Zone atelier Brest Iroise,"MNT de l'anse du Bourg (Logonna-Daoulas, rade de Brest) en mars 2013",2019-02-12T10:05:38,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/57a1c43e-6672-4ff4-9b0a-419d20c24c5a/attachments/Bourg_PC.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/57a1c43e-6672-4ff4-9b0a-419d20c24c5a/attachments/MNT_BOURG_2013_03_L93.zip', 'https://cat.indores.fr/geonetwork/srv/api/records/57a1c43e-6672-4ff4-9b0a-419d20c24c5a/attachments/MNT_BOURG_2013_03_L93.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/57a1c43e-6672-4ff4-9b0a-419d20c24c5a/attachments/SEMIS_BINDY_2013_01_L93.txt', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
671, Zone atelier bassin du Rhône,"Profils en travers historiques du Bas-Rhône (1903, 1936)",2018-07-20T14:05:24Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['https://ohm-vallee-du-rhone.in2p3.fr/ftp/Fiche_de_synthese/APR_2012/5_Fiche_FRANQUET.pdf', 'https://ohm-vallee-du-rhone.in2p3.fr/']",[],[],[],[]
672, Zone Atelier Seine,,2020-02-03T08:40:33,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
673, Zone atelier Brest Iroise,Prises de vues aériennes de l'Ile de Sein,2019-02-08T16:01:56Z,"['Mathias ROUAN', 'Yuji KATO']","['UMR6554 LETG CNRS', 'UMR6554 LETG CNRS']","['https://portail.indigeo.fr/geoserver/wms', 'https://portail.indigeo.fr/geoserver/wfs']",[],[],[],[]
674, Zone atelier Alpes,Série temporelle des températures du sol au Lautaret,2023-06-23T07:49:56.696Z,['Philippe CHOLER'],['ZAA-LTSER'],['http://www.philippe-choler.com/resources/Choler2018.pdf'],[],[],[],[]
675, Zone atelier arc jurassien,"Pollen analysis - Saint-Laurent-en-Grandvaux (F-39), Le Coin d'Amont",2017-02-27,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
676, Zone atelier arc jurassien,Brotteaux-Ain river-Chemical data,2016-09-06,"['Bornette, Gudrun']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
677, Zone atelier arc jurassien,Sous Bresse-Ain River-Chemical data,2016-09-09,"['Bornette, Gudrun']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
678, Zone atelier arc jurassien,Port-Galland-Ain River-Chemical data,2016-09-07,"['Bornette, Gudrun']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
679, Zone atelier Armorique,"Mini réseaux de haies simples (Pleine-fougères, 2013) - Zone Atelier Armorique ZAAr",2018-06-13T16:24:17,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],[],[],[],[],[]
680, Zone atelier Armorique,"Local temperatures of woodlots (Rennes & suburbs, 2013) - Zone Atelier Armorique ZAAr",2018-06-13T15:41:18,['Solène Croci'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['http://www.osuris.fr/geonetwork/srv/eng/resources.getuuid=512e7cef-4e26-4548-a4f8-a5910cbe6936&fname=&access=public'],[],[],[],[]
681, Zone atelier Pyrénées Garonne,Carte d'occupation du sol du bassin de l'Or 2014,2022-05-17T17:26:00Z,"['Claudia Lavalley', 'Flavie Cernesson', 'Flavie Cernesson']","['CNRS', 'AgroParisTech', 'AgroParisTech']",['http://idg-tetis.teledetection.fr/sauv_saone/Or/BV_Or_complet.gdb.zip'],[],[],[],[]
682, Zone atelier arc jurassien,"Pollen analysis - Salins-les-Bains (F-39), salt spring, Les Thermes",2017-02-17,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
683, Zone atelier arc jurassien,"Pollen analysis - Tavaux (F-39), C2000-II",2017-02-17,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
684, Zone atelier Brest Iroise,MNT de la flèche de galets du Roz en 2006,2019-02-07T16:17:43Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/e5a901bd-7259-4ae1-bebc-861d7d25d836/attachments/ROZ_2006_01_03.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/e5a901bd-7259-4ae1-bebc-861d7d25d836/attachments/ROZ_2006_01_03.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/e5a901bd-7259-4ae1-bebc-861d7d25d836/attachments/ROZ_2006_01_03_LR.txt', 'https://portail.indigeo.fr/geonetwork/srv/fre/resources.getuuid=e5a901bd-7259-4ae1-bebc-861d7d25d836&fname=&access=private', 'https://cat.indores.fr/geonetwork/srv/api/records/e5a901bd-7259-4ae1-bebc-861d7d25d836/attachments/MNT_ROZ_2006_01_L2E.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
685, Zone atelier arc jurassien,"Pollen analysis - Montlebon (Morteau-Montlebon) (F-25), Transects II-6, II-7 et III-7",2017-02-07,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://bsgf.geoscienceworld.org/content/165/4/381', 'http://ecologia-mediterranea.univ-avignon.fr/uploads/media/Ecologia_mediterranea_1985-11_1__01.pdf', 'http://gallica.bnf.fr/ark:/12148/bpt6k6244307z/f59.item', 'http://www.theses.fr/1997DIJOS015 Collection: PollenChrono']",[],[],[],[]
686, Zone atelier arc jurassien,"Pollen analysis - Menétrux-en-Joux (F-39), Lac du Val S1, S11bis, S12, S13, S14",2017-02-09,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
687, Zone atelier arc jurassien,"Pollen analysis - Morteau (F-25), Moulin Bournez",2017-02-06,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://bsgf.geoscienceworld.org/content/165/4/381', 'http://ecologia-mediterranea.univ-avignon.fr/uploads/media/Ecologia_mediterranea_1985-11_1__01.pdf', 'http://gallica.bnf.fr/ark:/12148/bpt6k6244307z/f59.item', 'http://www.theses.fr/1997DIJOS015 Collection: PollenChrono']",[],[],[],[]
688, Zone atelier Brest Iroise,MNT de la flèche de galets du Roz en avril 2007,2019-02-06T14:46:50Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/29ad8c58-0076-48d8-ac1d-c1138be10ad6/attachments/ROZ_2007_04_06.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/29ad8c58-0076-48d8-ac1d-c1138be10ad6/attachments/ROZ_2007_04_06.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/29ad8c58-0076-48d8-ac1d-c1138be10ad6/attachments/ROZ_2007_04_06_LR.txt', 'https://portail.indigeo.fr/geonetwork/srv/fre/resources.getuuid=29ad8c58-0076-48d8-ac1d-c1138be10ad6&fname=&access=private', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs', 'https://cat.indores.fr/geonetwork/srv/api/records/29ad8c58-0076-48d8-ac1d-c1138be10ad6/attachments/ROZ_2007_04_06.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
689, Zone atelier Brest Iroise,Carte des habitats naturels d'Ouessant en 2006,2020-11-17T16:51:26Z,"['François Quénot', 'Larzilliere Agathe']",['Zone Atelier Brest-Iroise (ZABrI)'],"['https://cat.indores.fr/geonetwork/srv/api/records/a4a29c50-fc41-4a08-abff-5ddb76b26a2d/attachments/2012_CEMO.zip', 'https://portail.indigeo.fr/geoserver/ZABRI/wms', 'https://portail.indigeo.fr/geoserver/ZABRI/wfs']",[],[],[],[]
690, Zone atelier environnementale urbaine,CARTE : Ile du Rohrschollen en 1949,2018-11-19T10:12:02,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']","['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/search_uuid=FR-130005457-201808290955-1949_Orthophoto_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1949_OCS_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-2014_OCS_Limites_Etude_LIVE_Rohrschollen_L1&from=1&to=20', 'https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-2017_Evolution%20diachronique_LIVE_Rohrschollen_L1']",[],[],[],[]
691, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 2007) - Zone Atelier Armorique ZAAr",2018-06-13T16:46:42,['nabucet jean'],['LETG-Rennes Costel'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=870903a7-3b9c-4d1a-9f09-073e092b8875']",[]
692, Zone atelier bassin du Rhône,Suivi piézométrique de la nappe d'accompagnement du Drac,2012-08-09T14:46:50,[],['Communauté de Communes du Champsaur'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
693, Zone atelier Brest Iroise,MNT du Loc’h de Landévennec en avril 2007,2019-02-06T13:58:24Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/e5ed0cbe-dc47-4195-b214-7861ee33ecc9/attachments/LO_2007_04_12.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/e5ed0cbe-dc47-4195-b214-7861ee33ecc9/attachments/LO_2007_04_12.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/e5ed0cbe-dc47-4195-b214-7861ee33ecc9/attachments/LO_2007_04_12_LR.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/e5ed0cbe-dc47-4195-b214-7861ee33ecc9/attachments/LO_2007_04_12.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
694, Zone atelier arc jurassien,Puit-Novets-Ain River-Chemical data,2016-09-07,"['Bornette, Gudrun']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
695, Zone atelier bassin du Rhône,Expériences ponctuelles sur un banc de galets de l'Arc lors de chasses des barrages de l'Arc,2019-06-27T11:15:12,['Benoit CAMENEN'],['IRSTEA'],['http://data.datacite.org/10.17180/OBS.ARC-ISERE'],[],[],[],[]
696, Zone atelier arc jurassien,"Pollen analysis - Villeneuve d'Amont (F-25), Le Marais",2017-02-15,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://data.bnf.fr/11863005/centre_universitaire_d_etudes_regionales_besancon/#other-pages-databnf', 'https://rae.revues.org/ ', 'http://www.sudoc.fr/041165667Collection: PollenChrono']",[],[],[],[]
697, Zone atelier arc jurassien,"Pollen analysis - Villards-d'Héria (F-39), Lac d'Antre",2017-02-17,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
698, Zone atelier arc jurassien,"Pollen analysis - Villers-le-lac (F-25), Les Pargots (Clos Richier)",2017-02-16,"['Chassepot, Gilles', 'Richard, Hervé', '?., Catherine']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://www.theses.fr/2010BESA1013 Collection: PollenChrono'],[],[],[],[]
699, Zone atelier arc jurassien,"Pollen analysis - La-Chaux-du-Dombief (F-39), Lac du Grand Maclu S3, S4",2017-02-10,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
700, Zone Atelier Seine,,2020-01-29T09:52:06,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
701, Zone atelier Armorique,"Bocage (Pleine-fougères, zone A, 2000) - Zone Atelier Armorique ZAAr",2019-07-01T21:36:32,['Nabucet Jean'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
702, Zone atelier Armorique,"Suivi de carabes dans les haies (Pleine-fougères, secteur C, 2007-...) - Zone Atelier Armorique ZAAr",2021-03-26T13:58:12,"['Jean Luc Roger', 'Audrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['http://www.osuris.fr/geonetwork/srv/fre/resources.getuuid=4776f648-5f26-4b0d-ad91-a5c7c099416f&fname=&access=public'],[],[],[],[]
703, Zone atelier bassin du Rhône,Simulation de l'habitat potentiel de différentes espèces de poissons à différents stades en fonction du débit,2016-11-23T15:47:02,"['SOUCHON Yves', ""Nicolas LAMOUROUXLaboratoire d'hydroécologie quantitative""]","['Irstea Lyon', ""IRSTEA - MAEPLaboratoire d'hydroécologie quantitative""]",['http://www.irstea.fr/linstitut/nos-centres/lyon'],[],[],[],[]
704, Zone atelier bassin du Rhône,Recensement conchylicole en Languedoc-Roussillon,2012-08-02T11:18:28,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
705, Zone atelier Brest Iroise,MNT de l’anse de Troaon (rade de Brest) en avril 2011,2019-02-07T16:48:26Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/cd141382-b749-4eb0-8189-6c0a9283bfe9/attachments/TROA_2011_04_27.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/cd141382-b749-4eb0-8189-6c0a9283bfe9/attachments/TROA_2011_04_27.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/cd141382-b749-4eb0-8189-6c0a9283bfe9/attachments/TROA_2011_04_27_LR.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/cd141382-b749-4eb0-8189-6c0a9283bfe9/attachments/Erreurs_mesures_Troaon.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/cd141382-b749-4eb0-8189-6c0a9283bfe9/attachments/MNT_TROAON_2011_04_L1.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
706, Zone atelier bassin du Rhône,RhônEco - Montélimar 2006-2018 : Suivi scientifique du programme de restauration hydraulique et écologique du Rhône,2019-05-20T11:25:58,['Jean-Michel OLIVIER'],['UMR 5023 - LEHNA'],['http://restaurationrhone.univ-lyon1.fr'],[],[],[],[]
707, Zone atelier bassin du Rhône,Réseau de suivi de la qualité des cours d'eau du département de la Savoie,2012-08-07T14:30:29,[],['Conseil Général de Savoie'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
708, Zone atelier Armorique,"Résaux bocagers (baie du Mont Saint-Michel, Marais d'Aucey-Boucey, 2008) - Zone Atelier Armorique ZAAr",2018-06-14T16:46:22,['Cendrine Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Carto_lineaire_reseaux_boc_du_mont_St-Michel%20_Aucey-Boucey&styles=&bbox=366550.58796794236832643.675072655368863.960149845636836912.337127667&width=277&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
709, Zone atelier Armorique,"Occupation parcellaire (Pleine-Fougères, Zone D, 1996) - Zone Atelier Armorique ZAAr",2018-06-13T16:30:50,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Ocsol_1996&styles=&bbox=360559.569501498666838607.492862379367517.5843034416846375.826998803&width=458&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
710, Zone atelier bassin du Rhône,Images aériennes haute résolution sur le Vieux Rhône du secteur de Montélimar,2016-10-27T11:25:49,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[]
711, Zone atelier Armorique,"Image RGB drone (La Timbertière,2020-05-07) - Zone Atelier Armorique ZAAr",2022-09-01T14:29:58,['Thomas Houet'],['LETG UMR 6554 CNRS'],"['https://portail.indigeo.fr/geoserver/D2T/wms', 'https://portail.indigeo.fr/geoserver/D2T/wcs', 'https://portail.indigeo.fr/geoserver/D2T/wcsservice=WCS&version=2.0.1&request=GetCoverage&CoverageId=timbertiere_2020_05_07_rgb&format=image/geotiff']",[],"['https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_25_dsm&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_25_rgb&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/wms ', 'https://portail.indigeo.fr/geoserver/D2T/wcs ', 'https://portail.indigeo.fr/geoserver/D2T/wcsservice=WCS&version=2.0.1&request=GetCoverage&CoverageId=timbertiere_2020_07_07_dsm&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/wms ', 'https://portail.indigeo.fr/geoserver/D2T/wcs ', 'https://portail.indigeo.fr/geoserver/D2T/wcsservice=WCS&version=2.0.1&request=GetCoverage&CoverageId=timbertiere_2020_07_07_rgb&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_25_thermique2&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_25_thermique1&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_07_dsm&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_07_07_thermique&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_07_thermique&format=image/geotiff']",[],['https://doi.org/10.35110/57833b75-9ed7-4e03-8673-4c48ea7d2159']
712, Zone atelier bassin du Rhône,Suivi du transfert des produits phytosanitaires dans les écoulements de sub-surface et le ruissellement au sein d'une parcelle de vigne,2019-06-29T17:26:33,['Véronique GOUY'],['IRSTEA'],"['http://cemadoc.irstea.fr/cemoa/PUB00051122 ', 'https://saam.irstea.fr/']",[],[],[],[]
713, Zone atelier Brest Iroise,Levé SMF plage de Porsmilin (19 avril 2011),2019-02-11T18:42:55Z,"[""France Floc'h""]",['IUEM - Institut Universitaire Européen de la Mer'],"['https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wms', 'https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wcs']",[],[],[],[]
