createDate,location,groupPublished,Org,format,uuid,"resourceTitleObject.default",recordOwner,"cl_status.default","cl_topic.default","cl_accessConstraints.default","cl_hierarchyLevel.default","keywordType-.default","keywordType-discipline.default","keywordType-location.default","keywordType-place.default","keywordType-stratum.default","keywordType-temporal.default","keywordType-theme.default","otherKeywords-theme.default","th_AGROVOC.default","th_anaee-france_locations.default","th_anaeeThes.default","th_Autre.default","th_Biodiversite_tree.default","th_Biodiversite.default","th_Continentscountriessearegionsoftheworld.default","th_envthes.default","th_ENVTHES.default","th_external-place-departements.default","th_external-place-ore.default","th_external-place-thematiques.default","th_external-theme-gemet.default","th_gemet_tree.default","th_gemet.default","th_GEMETinspirethemes-version1-0.default","th_geobretagne.default","th_Groupthemes.default","th_httpinspireeceuropaeuapplicationschema-applicationschema.default","th_httpinspireeceuropaeutheme-theme_tree.default","th_httpinspireeceuropaeutheme-theme.default","th_inspire-service-taxonomy.default","th_INSPIRE.default","th_INSPIREthemes.default","th_loterre-BHL.default","th_OPENDATA.default","th_otherKeywords-.default","th_otherKeywords-discipline.default","th_otherKeywords-place.default","th_otherKeywords-stratum.default","th_otherKeywords-temporal.default","th_otherKeywords-theme.default","th_prodige.default","th_RegionFR_2017_tree.default","th_RegionFR_2017.default","th_RegionFR.default","th_regions_tree.default","th_regions.default","th_reseaudeszonesateliers.default","th_rza.default"
"Jul 6, 2016 @ 10:41:28.000","{
  ""coordinates"": [
    -1.6660195,
    48.1110685
  ],
  ""type"": ""Point""
}","zaar, all, intranet","ECOBIO UMR 6553 CNRS Université de Rennes 1","-","4470708d-ab41-4a67-b364-f2ff798e4a0f","Mesures oculométriques des haies boisées des parcs urbains (Rennes, 2016) - Zone Atelier Armorique ZAAr","Test Workflow","En cours de création",Environnement,Restreint,"Jeu de données","-","paysage, valeurs écologiques, valeurs sociales, géographie sociale","-",Rennes,"-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","Installations de suivi environnemental","-","-","-","-","-","-","paysage, valeurs écologiques, valeurs sociales, géographie sociale",Rennes,"-","-","-","-","-","-","-","-","-","-","-"
"Jul 5, 2016 @ 16:38:19.000","{
  ""coordinates"": [
    5.5691524999999995,
    44.568757500000004
  ],
  ""type"": ""Point""
}",zabr,"-","-","2789ec4a-224e-4579-87c7-4a9373d81adf","Levés topographiques terrestres de la Drôme et de ses affluents","Test Workflow","Finalisé","Sciences de la terre, géosciences","Droit d’auteur / Droit moral (copyright)","Jeu de données","profil en long, géomorphologie fluviale","-","-","-","-","-",Altitude,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Altitude,"-","-","-","-","-","profil en long, géomorphologie fluviale","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 5, 2016 @ 16:27:05.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}",all,"IRD - UMR LEMAR, UMS3113 IUEM","ESRI Shapefile","54731941-c0f6-4796-b16e-5572eb81def6","Estimation du volume débarqué de sardines destinées à la congélation au Maroc (2012) - flottille de type 'RSW'","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-",Maroc,"-","-","Installations de suivi environnemental, données géoréférencées, EPURE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 5, 2016 @ 16:18:43.000","{
  ""coordinates"": [
    5.4364015000000006,
    44.613903
  ],
  ""type"": ""Point""
}",zabr,"-","-","3a602cfa-cb60-48b1-bc2d-21cf26a6111a","Suivi topographique terrestre du lit de la Béoux","Test Workflow","Finalisé","Sciences de la terre, géosciences","Droit d’auteur / Droit moral (copyright)","Jeu de données","suivi topographique, bilan sédimentaire, transport solide par charriage","-","-","-","-","-",Altitude,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Altitude,"-","-","-","-","-","suivi topographique, bilan sédimentaire, transport solide par charriage","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 5, 2016 @ 15:39:26.000","{
  ""coordinates"": [
    5.3730725,
    44.710329
  ],
  ""type"": ""Point""
}",zabr,"-","-","f8e2b36b-e61e-4596-b964-dba23211bc71","Levé lidar aéroporté des ravines d'Ausson dans la Drôme","Test Workflow","Finalisé","Sciences de la terre, géosciences","Droit d’auteur / Droit moral (copyright)","Jeu de données","MNT haute résolution","-","-","-","-","-",Altitude,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Altitude,"-","-","-","-","-","MNT haute résolution","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 5, 2016 @ 15:32:51.000","{
  ""coordinates"": [
    6.074294999999999,
    44.702758
  ],
  ""type"": ""Point""
}",zabr,"-","-","885477dc-dd50-4bc1-a8df-85f20006f7c0","Levé lidar aéroporté du Drac","Test Workflow","Finalisé","Sciences de la terre, géosciences","Droit d’auteur / Droit moral (copyright)","Jeu de données","rivière en tresses, MNT haute résolution","-","-","-","-","-",Altitude,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Altitude,"-","-","-","-","-","rivière en tresses, MNT haute résolution","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 5, 2016 @ 15:20:48.000","{
  ""coordinates"": [
    6.2658695,
    44.8163745
  ],
  ""type"": ""Point""
}",zabr,"-","-","22eafd1e-d5a7-4a3c-bc49-4bf13dbd9ec0","Profils en travers de lits en tresses","Test Workflow","Finalisé","Sciences de la terre, géosciences","Droit d’auteur / Droit moral (copyright)","Jeu de données","géomorphologie fluviale, levé topographique terrestre","-","-","-","-","-",Altitude,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Altitude,"-","-","-","-","-","géomorphologie fluviale, levé topographique terrestre","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 5, 2016 @ 15:03:14.000","{
  ""coordinates"": [
    5.427474999999999,
    44.607554
  ],
  ""type"": ""Point""
}",zabr,"-","-","6c50325e-7080-4ca4-a3df-fdc83fd55211","Levé lidar aéroporté de la Drôme","Test Workflow","Finalisé","Sciences de la terre, géosciences","Droit d’auteur / Droit moral (copyright)","Jeu de données","MNT lidar","-","-","-","-","-",Altitude,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Altitude,"-","-","-","-","-","MNT lidar","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 5, 2016 @ 12:29:02.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}",all,"IRD - UMR LEMAR, UMS3113 IUEM","ESRI Shapefile","f89037ff-6c6e-46a1-a4dd-8a342749e743","Estimation du volume débarqué de sardines destinées à la congélation au Maroc (2012) - flottille de type 'senneur côtier'","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-",Maroc,"-","-","Installations de suivi environnemental, données géoréférencées, EPURE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 4, 2016 @ 18:59:26.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}",all,"IRD - UMR LEMAR, UMS3113 IUEM","ESRI Shapefile","0950e831-7a8c-4bf7-b933-126b39eef00c","Estimation du volume commercialisé de sardines congelées au Maroc par destination (2012)","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-",Maroc,"-","-","données géoréférencées, EPURE, Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 4, 2016 @ 15:56:25.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}",all,"IRD - UMR LEMAR, UMS3113 IUEM","ESRI Shapefile","d28dc48f-1ea8-41eb-b698-24404b586bb0","Estimation du volume commercialisé de farine et d'huile de sardines marocaines par destination (2012)","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-",Maroc,"-","-","données géoréférencées, EPURE, Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 4, 2016 @ 15:49:32.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}",all,"IRD - UMR LEMAR, UMS3113 IUEM","ESRI Shapefile","e24c404e-3616-4615-8c95-ec7214190fd5","Estimation du volume commercialisé de conserves de sardines marocaines par destination (2012)","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-",Maroc,"-","-","Installations de suivi environnemental, données géoréférencées, EPURE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 4, 2016 @ 15:04:12.000","{
  ""coordinates"": [
    5.7041355,
    46.6078205
  ],
  ""type"": ""Point""
}",zabr,"UMR 5600 EVS - ENS de Lyon",TIF,"adee4652-c0f2-42bd-aa4c-ac534191fbf8","Caractérisation granulométrique du lit de la haute vallée de l'Ain (2014)","Test Workflow","-","Eaux intérieures, Hydrographie, Sciences de la terre, géosciences","Droit de propriété intellectuelle / Droit patrimonial","Jeu de données","-","-","-","Ain, Haute vallée de l'Ain entre Blye et Vouglans.","-","-","Granulométrie, Imagerie sub-aquatique, Wolman, Hydrographie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Hydrographie,"-","-","-","-","-","-","-",Ain,"-","-","Granulométrie, Imagerie sub-aquatique, Wolman","-","-","-","-","-","-","-","-"
"Jul 4, 2016 @ 14:16:03.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}",all,"UMS3113 IUEM, IRD - UMR LEMAR","ESRI Shapefile","49b2c0bf-d8cc-464b-a855-7470de095b6f",Stations,"Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-",Maroc,"-","-","Installations de suivi environnemental, données géoréférencées, EPURE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 4, 2016 @ 12:06:04.000","{
  ""coordinates"": [
    4.762499999999999,
    45.3425
  ],
  ""type"": ""Point""
}",zabr,IMBE,"-","74a31d6b-9415-452e-b346-79337385583f","Qualité chimique et biologique de l'eau et des sédiments dans les casiers du Rhône à Péage de Roussillon (2014-2015)","Test Workflow","Finalisé","Sciences de la terre, géosciences",Restreint,"Jeu de données","-","-","-","-","-","-","marges construites, Habitats et biotopes, synécologie, écosystème des zones tempérées, qualité de l'eau, analyse de l'écosystème","-","-","-","-","-","-","-","-","-","-","-","-","-","-","air, air^qualité de l'environnement, air^qualité de l'environnement^qualité de l'eau, biologie, biologie^analyse de l'écosystème, biologie^biosphère, biologie^biosphère^écologie, biologie^biosphère^écologie^synécologie, biologie^biosphère^écologie^type d'écosystème, biologie^biosphère^écologie^type d'écosystème^écosystème terrestre, biologie^biosphère^écologie^type d'écosystème^écosystème terrestre^écosystème des zones tempérées, biologie^sciences de la vie, biologie^sciences de la vie^écologie, biologie^sciences de la vie^écologie^synécologie, biologie^sciences de la vie^écologie^type d'écosystème, biologie^sciences de la vie^écologie^type d'écosystème^écosystème terrestre, biologie^sciences de la vie^écologie^type d'écosystème^écosystème terrestre^écosystème des zones tempérées, biologie^synécologie, biologie^type d'écosystème, biologie^type d'écosystème^écosystème terrestre, biologie^type d'écosystème^écosystème terrestre^écosystème des zones tempérées, biologie^écologie, biologie^écologie^synécologie, biologie^écologie^type d'écosystème, biologie^écologie^type d'écosystème^écosystème terrestre, biologie^écologie^type d'écosystème^écosystème terrestre^écosystème des zones tempérées, biologie^écosystème des zones tempérées, biologie^écosystème terrestre, biologie^écosystème terrestre^écosystème des zones tempérées, biologie^évaluation environnementale, biologie^évaluation environnementale^qualité de l'environnement, biologie^évaluation environnementale^qualité de l'environnement^qualité de l'eau, eau, eau^qualité de l'eau, eau^qualité de l'environnement, eau^qualité de l'environnement^qualité de l'eau, politique environnementale, politique environnementale^qualité de l'eau, politique environnementale^qualité de l'environnement, politique environnementale^qualité de l'environnement^qualité de l'eau, politique environnementale^évaluation environnementale, politique environnementale^évaluation environnementale^qualité de l'environnement, politique environnementale^évaluation environnementale^qualité de l'environnement^qualité de l'eau, recherche, recherche^analyse, recherche^analyse de l'écosystème, recherche^analyse^analyse de l'écosystème, recherche^science, recherche^science^sciences naturelles, recherche^science^sciences naturelles^sciences de la vie, recherche^science^sciences naturelles^sciences de la vie^écologie, recherche^science^sciences naturelles^sciences de la vie^écologie^synécologie, recherche^science^sciences naturelles^sciences de la vie^écologie^type d'écosystème, recherche^science^sciences naturelles^sciences de la vie^écologie^type d'écosystème^écosystème terrestre, recherche^science^sciences naturelles^sciences de la vie^écologie^type d'écosystème^écosystème terrestre^écosystème des zones tempérées, recherche^sciences de la vie, recherche^sciences de la vie^écologie, recherche^sciences de la vie^écologie^synécologie, recherche^sciences de la vie^écologie^type d'écosystème, recherche^sciences de la vie^écologie^type d'écosystème^écosystème terrestre, recherche^sciences de la vie^écologie^type d'écosystème^écosystème terrestre^écosystème des zones tempérées, recherche^sciences naturelles, recherche^sciences naturelles^sciences de la vie, recherche^sciences naturelles^sciences de la vie^écologie, recherche^sciences naturelles^sciences de la vie^écologie^synécologie, recherche^sciences naturelles^sciences de la vie^écologie^type d'écosystème, recherche^sciences naturelles^sciences de la vie^écologie^type d'écosystème^écosystème terrestre, recherche^sciences naturelles^sciences de la vie^écologie^type d'écosystème^écosystème terrestre^écosystème des zones tempérées, recherche^synécologie, recherche^écologie, recherche^écologie^synécologie, recherche^écologie^type d'écosystème, recherche^écologie^type d'écosystème^écosystème terrestre, recherche^écologie^type d'écosystème^écosystème terrestre^écosystème des zones tempérées, sol, sol^qualité de l'environnement, sol^qualité de l'environnement^qualité de l'eau, zones naturelles, paysages, écosystèmes, zones naturelles, paysages, écosystèmes^type d'écosystème, zones naturelles, paysages, écosystèmes^type d'écosystème^écosystème terrestre, zones naturelles, paysages, écosystèmes^type d'écosystème^écosystème terrestre^écosystème des zones tempérées, zones naturelles, paysages, écosystèmes^écosystème des zones tempérées, zones naturelles, paysages, écosystèmes^écosystème terrestre, zones naturelles, paysages, écosystèmes^écosystème terrestre^écosystème des zones tempérées, zones naturelles, paysages, écosystèmes^évaluation environnementale, zones naturelles, paysages, écosystèmes^évaluation environnementale^qualité de l'environnement, zones naturelles, paysages, écosystèmes^évaluation environnementale^qualité de l'environnement^qualité de l'eau","synécologie, écosystème des zones tempérées, qualité de l'eau, analyse de l'écosystème","-","-","-","-","-","Habitats et biotopes","-","-","-","-","-","-","-","-","-","-","marges construites","-","-","-","-","-","-","-","-"
