createDate,location,"cl_topic.langfre","keywordType-.langfre","keywordType-discipline.langfre","keywordType-place.langfre","keywordType-stratum.langfre","keywordType-temporal.langfre","keywordType-theme.langfre","tag.langfre","th_AGROVOC.langfre","th_anaee-france_locations.langfre","th_anaeeThes.langfre","th_Autre.langfre","th_Biodiversite.langfre","th_ENVTHES.langfre","th_external-place-departements.langfre","th_external-place-ore.langfre","th_external-theme-gemet.langfre","th_gemet-en-fr-de-nl-it-es.langfre","th_gemet-fr-en-pt-es_4-1-4.langfre","th_gemet.langfre","th_GEMETinspirethemes-version1-0.langfre","th_geobretagne.langfre","th_Groupthemes.langfre","th_httpinspireeceuropaeuapplicationschema-applicationschema.langfre","th_httpinspireeceuropaeutheme-theme.langfre","th_inspire-service-taxonomy.langfre","th_INSPIRE.langfre","th_INSPIREMetadataRegulation12052008EC.langfre","th_INSPIREthemes.langfre","th_loterre-BHL.langfre","th_OPENDATA.langfre","th_otherKeywords-.langfre","th_otherKeywords-discipline.langfre","th_otherKeywords-place.langfre","th_otherKeywords-stratum.langfre","th_otherKeywords-temporal.langfre","th_otherKeywords-theme.langfre","th_prodige.langfre","th_RegionFR_2017.langfre","th_RegionFR.langfre","th_regions.langfre","th_reseaudeszonesateliers.langfre","th_rza.langfre","th_variableAnaEE.langfre","th_VariableAnaEE.langfre"
"Feb 3, 2020 @ 12:24:47.000","{
  ""coordinates"": [
    3.5161160000000002,
    47.956555
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Yonne: de Bonnard à La Roche","-","-","carte historique, canal","carte historique, canal, Yonne: de Bonnard à La Roche","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 3, 2020 @ 12:21:58.000","{
  ""coordinates"": [
    0.83321,
    48.662015
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Eure: depuis sa source jusqu'à sa source dans la Seine","-","-","carte historique, plan","carte historique, plan, Eure: depuis sa source jusqu'à sa source dans la Seine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 3, 2020 @ 12:17:50.000","{
  ""coordinates"": [
    2.130125,
    48.885025
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Seine: de Chatou au Pecq","-","-","carte de navigation, chemin de halage","carte de navigation, chemin de halage, Seine: de Chatou au Pecq","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 3, 2020 @ 08:49:51.000","{
  ""coordinates"": [
    2.741905,
    48.32255
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Nemours à Moret.","-","-","carte de navigation, aménagement technique de l'eau","carte de navigation, aménagement technique de l'eau, De Nemours à Moret.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 3, 2020 @ 08:47:11.000","{
  ""coordinates"": [
    3.275275,
    49.357155
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Vallée de l'Aisne.","-","-","aménagement technique de l'eau, carte de navigation","aménagement technique de l'eau, carte de navigation, Vallée de l'Aisne.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 3, 2020 @ 08:46:05.000","{
  ""coordinates"": [
    2.2958819999999998,
    48.84668
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Cours de la Seine de Paris à Neuilly","-","-","carte de navigation","carte de navigation, Cours de la Seine de Paris à Neuilly","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 3, 2020 @ 08:41:08.000","{
  ""coordinates"": [
    1.30181,
    49.210975000000005
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Falaise à Herqueville","-","-","carte de navigation","carte de navigation, De Falaise à Herqueville","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 3, 2020 @ 08:38:00.000","{
  ""coordinates"": [
    1.1056499999999998,
    49.406994999999995
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Du Port-Saint-Ouen à Rouen.","-","-","carte de navigation","carte de navigation, Du Port-Saint-Ouen à Rouen.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 16:52:55.000","{
  ""coordinates"": [
    0.8721775,
    43.273864
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 15:28:06.000","{
  ""coordinates"": [
    3.178535,
    49.40039
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Soissons à Berneuil","-","-","carte de navigation, écluse, aménagement technique de l'eau","carte de navigation, écluse, aménagement technique de l'eau, De Soissons à Berneuil","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 15:25:16.000","{
  ""coordinates"": [
    2.7012400000000003,
    48.489419999999996
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Chartrettes à La Rochette","-","-","carte historique, plan","carte historique, plan, De Chartrettes à La Rochette","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 15:21:24.000","{
  ""coordinates"": [
    1.133995,
    49.30361
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Seine: Pont-de-l'Arche","-","-","carte de navigation, occupation des sols","carte de navigation, occupation des sols, Seine: Pont-de-l'Arche","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 15:18:08.000","{
  ""coordinates"": [
    2.452205,
    48.809915000000004
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Cours de la Marne de Bercy à Troissy","-","-","carte de navigation, canal de navigation, île","carte de navigation, canal de navigation, île, Cours de la Marne de Bercy à Troissy","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 15:14:46.000","{
  ""coordinates"": [
    1.50248,
    49.07327
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Seine: amont de Vernon.","-","-","carte de navigation, occupation des sols","carte de navigation, occupation des sols, Seine: amont de Vernon.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 15:10:52.000","{
  ""coordinates"": [
    1.882385,
    48.98903
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Seine: aval des Mureaux.","-","-","carte de navigation, occupation des sols","carte de navigation, occupation des sols, Seine: aval des Mureaux.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 15:10:01.000","{
  ""coordinates"": [
    3.1504849999999998,
    48.846725
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Vallée du Grand Morin entre Tréfols et Couilly-Pont-aux-Dames","-","-","Géographie physique et occupation du territoire, occupation des sols","Géographie physique et occupation du territoire, occupation des sols, Vallée du Grand Morin entre Tréfols et Couilly-Pont-aux-Dames","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 15:06:45.000","{
  ""coordinates"": [
    2.420495,
    48.765280000000004
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Villeneuve-Saint-Georges à Vitry","-","-","carte historique, plan","carte historique, plan, De Villeneuve-Saint-Georges à Vitry","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 15:01:21.000","{
  ""coordinates"": [
    3.57897,
    49.0652195
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Fossoy à Troissy","-","-","carte de navigation","carte de navigation, De Fossoy à Troissy","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:59:50.000","{
  ""coordinates"": [
    1.643745,
    49.102464999999995
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","La basse Seine entre Paris et Rouen.","-","-","zone inondable","zone inondable, La basse Seine entre Paris et Rouen.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:54:46.000","{
  ""coordinates"": [
    2.66078,
    48.525753
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Livry à Melun","-","-","carte historique, plan","carte historique, plan, De Livry à Melun","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:49:47.000","{
  ""coordinates"": [
    2.6174635,
    48.863524999999996
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Joinville-le-Pont à Cornetin","-","-","carte de navigation, île","carte de navigation, île, De Joinville-le-Pont à Cornetin","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:47:04.000","{
  ""coordinates"": [
    3.336069,
    47.996595
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Yonne: de Joigny à Villevalier","-","-","carte historique, canal","carte historique, canal, Yonne: de Joigny à Villevalier","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:43:51.000","{
  ""coordinates"": [
    2.174455,
    48.963575
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Seine: De Sartrouville à La Frette","-","-","carte de navigation, chemin de halage","carte de navigation, chemin de halage, Seine: De Sartrouville à La Frette","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:40:52.000","{
  ""coordinates"": [
    2.343845,
    48.854929999999996
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Paris, de Notre-Dame au pont Saint-Michel","-","-","carte historique, aménagement technique de l'eau, quartier de Paris","carte historique, aménagement technique de l'eau, quartier de Paris, Paris, de Notre-Dame au pont Saint-Michel","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:39:31.000","{
  ""coordinates"": [
    3.1405000000000003,
    48.833255
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Vallée du Grand Morin entre Tréfols et Couilly-Pont-aux-Dames","-","-","occupation des sols, moulin","occupation des sols, moulin, Vallée du Grand Morin entre Tréfols et Couilly-Pont-aux-Dames","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:38:42.000","{
  ""coordinates"": [
    2.880855,
    48.529849999999996
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Le bassin versant de la Seine","-","-","bassin versant, évolution de la population, commune","bassin versant, évolution de la population, commune, Le bassin versant de la Seine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:35:50.000","{
  ""coordinates"": [
    3.562063,
    47.855035
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Yonne: de Dumons à Gurgy","-","-","carte historique, canal","carte historique, canal, Yonne: de Dumons à Gurgy","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 31, 2020 @ 14:31:32.000","{
  ""coordinates"": [
    3.226588,
    48.272819999999996
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Yonne: de Villenavotte à Pont-sur-Yonne.","-","-","carte historique, canal","carte historique, canal, Yonne: de Villenavotte à Pont-sur-Yonne.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 30, 2020 @ 08:15:08.000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 12:18:47.000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 10:00:56.000","{
  ""coordinates"": [
    2.21265,
    48.906935
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Seine: de Neuilly au Pec","-","-","carte de navigation","carte de navigation, Seine: de Neuilly au Pec","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:57:20.000","{
  ""coordinates"": [
    1.09585,
    49.30641
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Du Manoir au Port-saint-Ouen","-","-","carte de navigation","carte de navigation, Du Manoir au Port-saint-Ouen","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:52:38.000","{
  ""coordinates"": [
    2.3519265000000003,
    48.851755
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Paris, île Notre-Dame","-","-","Eau - aménagements techniques, quartier de Paris, navigation, plan","Eau - aménagements techniques, quartier de Paris, navigation, plan, Paris, île Notre-Dame","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:49:30.000","{
  ""coordinates"": [
    2.9838315,
    48.372485
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Yonne: de Gravelin à Montereau","-","-","carte historique, canal","carte historique, canal, Yonne: de Gravelin à Montereau","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:46:14.000","{
  ""coordinates"": [
    3.7719135,
    48.953450000000004
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","La Marne de Chamouilley jusqu'à la Seine.","-","-","carte historique, aménagement technique de l'eau","carte historique, aménagement technique de l'eau, La Marne de Chamouilley jusqu'à la Seine.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:45:02.000","{
  ""coordinates"": [
    2.91071,
    48.449715
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Le bassin versant de la Seine","-","-","bassin versant, rivière, fleuve, canal","bassin versant, rivière, fleuve, canal, Le bassin versant de la Seine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:40:44.000","{
  ""coordinates"": [
    3.1973089999999997,
    48.30997
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Yonne: de Pont-sur-Yonne à Courlon","-","-","carte historique, canal","carte historique, canal, Yonne: de Pont-sur-Yonne à Courlon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:37:01.000","{
  ""coordinates"": [
    3.460055,
    47.96176
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Yonne: de La Roche à Saint Cydroine","-","-","carte historique, canal","carte historique, canal, Yonne: de La Roche à Saint Cydroine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:28:10.000","{
  ""coordinates"": [
    5.053015,
    48.563199999999995
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Fronville à Chamouilley","-","-","carte historique, occupation des sols","carte historique, occupation des sols, De Fronville à Chamouilley","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:26:50.000","{
  ""coordinates"": [
    1.355175,
    49.171769999999995
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Seine: Coucelles-sur-Seine.","-","-","carte de navigation, occupation des sols","carte de navigation, occupation des sols, Seine: Coucelles-sur-Seine.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jan 29, 2020 @ 09:17:31.000","{
  ""coordinates"": [
    2.42047,
    48.719795000000005
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","De Juvisy à Villeneuve-Saint-Georges","-","-","carte historique, plan","carte historique, plan, De Juvisy à Villeneuve-Saint-Georges","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
